CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Zipcode
826401858,Existing Customer,36,F,0,Uneducated,Divorced,39299,Blue,32,3,2,3,3687.0,1655,2032.0,18714
709554483,Existing Customer,53,F,1,Graduate,Married,29476,Blue,36,5,1,3,4840.0,2517,2323.0,18180
710545158,Existing Customer,42,M,3,Unknown,Single,145217,Blue,36,6,3,2,15108.0,0,15108.0,18822
788621658,Existing Customer,54,M,1,College,Married,66512,Blue,37,6,3,2,1909.0,1753,156.0,17618
716713533,Existing Customer,53,M,3,Post-Graduate,Single,115984,Blue,44,5,2,2,19063.0,1236,17827.0,18638
712338033,Existing Customer,36,M,2,High School,Married,110405,Blue,26,4,2,4,15982.0,1691,14291.0,17779
711639708,Existing Customer,42,M,3,Graduate,Single,72050,Blue,32,6,2,2,1438.3,0,1438.3,17863
720216108,Existing Customer,27,F,2,College,Divorced,20084,Blue,14,4,3,3,2549.0,2130,419.0,18763
718708908,Existing Customer,58,M,4,Graduate,Married,68758,Blue,36,6,2,4,5967.0,2350,3617.0,18395
802890333,Existing Customer,59,M,1,Uneducated,Married,57645,Blue,53,5,1,3,2182.0,1558,624.0,18402
712965183,Existing Customer,63,F,2,Graduate,Married,8509,Blue,52,5,2,3,2689.0,2101,588.0,18459
796170933,Existing Customer,57,M,2,Uneducated,Single,82614,Blue,51,6,2,4,30622.0,0,30622.0,16560
712816833,Existing Customer,56,F,0,High School,Married,23846,Blue,48,4,1,2,4203.0,1965,2238.0,18467
814829583,Existing Customer,42,F,3,Unknown,Single,37586,Blue,37,6,1,3,6453.0,0,6453.0,16875
798769458,Existing Customer,29,F,1,High School,Single,14817,Blue,23,3,1,2,3318.0,927,2391.0,16567
818034558,Existing Customer,44,M,2,Unknown,Unknown,63674,Blue,39,5,3,3,22075.0,1506,20569.0,17232
719483358,Existing Customer,33,M,1,College,Married,57472,Blue,14,3,2,2,6746.0,1750,4996.0,18382
719647383,Existing Customer,35,M,2,Graduate,Married,106050,Blue,36,5,2,2,4408.0,1463,2945.0,16726
714909108,Existing Customer,33,F,3,Graduate,Single,29465,Blue,36,5,3,3,4838.0,1338,3500.0,16564
793678608,Existing Customer,46,M,4,Graduate,Single,97955,Silver,40,5,1,4,34516.0,0,34516.0,16607
720854358,Existing Customer,27,M,0,Unknown,Married,54012,Blue,14,4,1,4,3823.0,2130,1693.0,18210
709126833,Existing Customer,42,M,3,College,Unknown,179161,Blue,36,3,2,1,21670.0,2183,19487.0,18105
788896983,Existing Customer,53,M,2,Graduate,Married,67274,Blue,38,6,3,2,7928.0,1228,6700.0,18975
715731033,Existing Customer,50,M,3,Graduate,Single,127728,Blue,42,3,1,3,33996.0,949,33047.0,16669
717636933,Existing Customer,48,F,5,College,Divorced,43042,Blue,40,3,1,1,4365.0,0,4365.0,18710
772658658,Existing Customer,57,M,2,High School,Single,64070,Blue,47,6,3,4,2248.0,0,2248.0,18883
755943033,Existing Customer,34,F,2,Graduate,Single,28161,Blue,27,4,1,1,1901.0,1176,725.0,18858
772399983,Existing Customer,55,M,2,College,Single,101398,Silver,45,3,1,4,34516.0,1433,33083.0,17776
826130133,Existing Customer,58,M,2,Graduate,Married,155936,Blue,54,6,2,4,31680.0,1812,29868.0,18467
719238183,Existing Customer,55,F,3,Graduate,Married,31835,Blue,35,3,2,3,1872.0,1167,705.0,17700
802666083,Existing Customer,48,F,2,Uneducated,Unknown,776,Blue,42,3,2,2,2055.0,0,2055.0,18321
713682708,Existing Customer,45,M,2,College,Divorced,57170,Blue,37,5,1,2,10991.0,1328,9663.0,16357
712774008,Existing Customer,59,M,0,Uneducated,Married,9351,Blue,46,6,1,2,3939.0,2517,1422.0,16231
717627333,Existing Customer,53,F,2,Post-Graduate,Married,57786,Blue,40,5,1,4,2127.0,1995,132.0,18263
779542608,Existing Customer,47,M,4,Uneducated,Single,119460,Blue,32,3,3,2,34010.0,1340,32670.0,17412
715322958,Existing Customer,43,F,3,Unknown,Married,197279,Blue,36,4,2,1,6971.0,1506,5465.0,17588
779100408,Existing Customer,33,F,1,Post-Graduate,Married,24484,Blue,15,6,2,0,1741.0,1328,413.0,17935
715352883,Existing Customer,49,F,2,Post-Graduate,Single,181067,Blue,36,3,3,2,24904.0,0,24904.0,18421
789963033,Attrited Customer,54,F,1,Graduate,Single,2977,Blue,45,3,5,5,1438.3,0,1438.3,18465
710687508,Existing Customer,65,M,0,High School,Married,1270,Blue,56,6,3,1,2621.0,1858,763.0,16997
789656358,Existing Customer,49,F,5,Graduate,Married,44487,Blue,35,5,2,1,11115.0,1292,9823.0,16518
715720083,Existing Customer,47,M,5,Unknown,Single,112699,Blue,39,6,2,3,13241.0,0,13241.0,17942
716584158,Existing Customer,51,M,4,High School,Married,82441,Blue,42,6,1,2,14438.0,2517,11921.0,16448
815727183,Existing Customer,36,M,3,High School,Single,97732,Blue,31,6,1,1,5228.0,1443,3785.0,17878
717066408,Existing Customer,36,M,2,Graduate,Married,79772,Blue,36,3,1,4,5550.0,1518,4032.0,17946
708104658,Existing Customer,46,M,1,Graduate,Unknown,51702,Blue,36,4,3,2,1438.3,890,548.3,18381
718016808,Existing Customer,62,F,0,Unknown,Married,2636,Blue,55,3,1,0,2064.0,1282,782.0,17750
814571058,Existing Customer,30,F,1,College,Single,31299,Blue,24,4,3,0,3450.0,2517,933.0,18274
714757908,Existing Customer,46,M,4,Graduate,Married,189568,Silver,36,4,1,3,34516.0,1380,33136.0,18996
710345808,Existing Customer,41,M,4,Uneducated,Divorced,92939,Blue,36,6,2,2,30030.0,2028,28002.0,16227
814752558,Existing Customer,50,M,1,Uneducated,Married,59713,Blue,45,5,3,3,2151.0,1163,988.0,18931
721284258,Existing Customer,53,M,2,Unknown,Married,89507,Blue,44,4,1,3,7181.0,2517,4664.0,16477
719336583,Existing Customer,55,M,2,Uneducated,Married,148662,Blue,44,3,3,3,27745.0,1300,26445.0,16414
797638383,Existing Customer,49,F,4,High School,Married,18933,Blue,43,4,3,2,4852.0,2016,2836.0,17157
708434733,Existing Customer,56,M,1,Graduate,Married,74006,Blue,50,6,3,3,6735.0,2289,4446.0,17869
711802758,Existing Customer,63,M,1,Graduate,Married,51519,Blue,53,4,1,2,6128.0,1895,4233.0,16871
720620058,Existing Customer,41,M,4,High School,Unknown,87700,Blue,36,4,3,2,23124.0,1746,21378.0,16369
819169683,Existing Customer,34,M,2,Unknown,Married,57409,Blue,29,3,2,2,3436.0,1650,1786.0,18737
709757583,Existing Customer,35,M,0,Unknown,Married,176498,Blue,36,5,2,1,3176.0,1510,1666.0,18695
789307833,Existing Customer,44,M,4,College,Unknown,151876,Blue,34,5,3,3,8874.0,1590,7284.0,18506
823912308,Existing Customer,38,F,3,Graduate,Married,39725,Blue,34,5,1,0,3402.0,1813,1589.0,16303
720746208,Existing Customer,52,M,1,Graduate,Married,108031,Blue,43,6,1,1,2689.0,2077,612.0,18964
709121283,Existing Customer,54,M,3,Uneducated,Married,35292,Blue,36,3,3,2,1556.0,1278,278.0,18569
714093108,Existing Customer,58,F,2,High School,Single,40822,Blue,36,3,3,3,7372.0,1210,6162.0,17418
718368333,Existing Customer,26,M,0,College,Unknown,981,Blue,13,6,1,2,5713.0,789,4924.0,18138
806752533,Existing Customer,27,F,1,Post-Graduate,Single,30248,Blue,22,4,1,3,2965.0,1635,1330.0,17274
758521983,Existing Customer,33,M,1,Unknown,Married,97054,Blue,26,3,2,2,9819.0,1200,8619.0,16925
779473308,Existing Customer,32,M,0,Uneducated,Single,61950,Blue,14,4,3,3,8186.0,0,8186.0,18512
709376508,Existing Customer,58,F,1,College,Married,27049,Blue,49,3,3,2,3846.0,1285,2561.0,17344
712589658,Existing Customer,45,F,4,Uneducated,Unknown,17918,Silver,30,5,2,2,13131.0,1965,11166.0,18103
712141683,Existing Customer,48,F,3,High School,Single,7810,Blue,28,4,2,1,2944.0,753,2191.0,18695
712494108,Existing Customer,38,M,2,Post-Graduate,Single,78972,Silver,36,3,3,4,34516.0,1954,32562.0,18241
721350783,Existing Customer,54,M,2,High School,Married,88665,Blue,38,6,3,4,5660.0,2006,3654.0,17924
710133858,Existing Customer,40,F,1,Graduate,Unknown,35905,Blue,30,5,1,1,7554.0,1848,5706.0,18388
719152383,Existing Customer,35,F,4,Uneducated,Married,39247,Blue,26,5,1,4,2494.0,1316,1178.0,18711
715174158,Existing Customer,31,M,1,College,Married,94608,Blue,36,4,1,0,25215.0,1445,23770.0,16686
780040758,Existing Customer,40,F,4,College,Married,49100,Blue,24,5,3,2,2606.0,1818,788.0,17129
719525358,Existing Customer,52,M,0,Graduate,Single,93235,Blue,43,4,3,3,8133.0,1942,6191.0,16342
710892408,Existing Customer,57,F,1,High School,Married,27069,Blue,36,6,2,2,3101.0,1257,1844.0,16716
713295183,Existing Customer,48,M,2,Graduate,Divorced,85912,Blue,29,6,2,3,24446.0,1854,22592.0,18697
789871233,Existing Customer,49,M,3,High School,Married,108333,Blue,39,5,3,2,2361.0,1342,1019.0,18115
712663533,Existing Customer,40,M,4,High School,Single,46592,Blue,32,6,4,2,2441.0,1656,785.0,18782
820906233,Existing Customer,45,M,2,Graduate,Married,42050,Blue,41,5,2,2,8532.0,2165,6367.0,16124
821163408,Existing Customer,41,M,3,Unknown,Married,115764,Blue,37,5,3,3,16954.0,1588,15366.0,17806
708947208,Existing Customer,36,M,2,Graduate,Single,96304,Blue,17,4,3,1,2900.0,2029,871.0,18283
715261458,Existing Customer,37,F,1,Graduate,Single,33503,Blue,36,6,2,4,6827.0,0,6827.0,16942
789310833,Existing Customer,44,F,3,College,Divorced,41147,Blue,34,5,2,5,4513.0,1950,2563.0,16554
818294958,Existing Customer,52,M,2,College,Married,179291,Blue,47,3,3,2,27347.0,719,26628.0,17738
713902983,Existing Customer,42,F,3,High School,Married,17469,Blue,36,4,3,1,1676.0,1372,304.0,16931
771693933,Existing Customer,62,F,1,Graduate,Married,33623,Blue,50,6,6,4,2802.0,1977,825.0,17343
827984658,Attrited Customer,49,M,3,Post-Graduate,Married,92695,Blue,45,3,0,4,23870.0,0,23870.0,16220
789012633,Existing Customer,30,F,0,Graduate,Single,30851,Blue,17,3,2,1,4868.0,1090,3778.0,17369
807237783,Existing Customer,50,M,3,Uneducated,Single,69595,Blue,45,5,3,5,20437.0,1020,19417.0,16815
803408733,Existing Customer,32,M,2,High School,Divorced,78139,Blue,26,6,1,4,2239.0,1338,901.0,16102
824667708,Existing Customer,32,F,1,Graduate,Single,20367,Blue,28,6,3,3,2428.0,1027,1401.0,16988
807165033,Existing Customer,49,M,3,Post-Graduate,Single,68952,Blue,44,3,1,5,15027.0,0,15027.0,18825
809984133,Existing Customer,37,M,2,Doctorate,Single,186372,Blue,32,3,3,5,32056.0,1887,30169.0,16226
718949433,Existing Customer,42,F,3,College,Single,7312,Silver,31,3,2,2,34516.0,919,33597.0,17664
751227183,Existing Customer,36,M,2,Unknown,Single,89663,Blue,29,3,3,5,5346.0,1539,3807.0,16622
716331408,Attrited Customer,52,F,4,Unknown,Married,23574,Blue,36,1,4,5,2143.0,0,2143.0,17544
714199983,Existing Customer,48,M,3,Uneducated,Single,73187,Gold,40,5,2,5,34516.0,2317,32199.0,18256
774172158,Existing Customer,29,M,1,Unknown,Single,67963,Blue,19,3,1,2,23507.0,1990,21517.0,16320
708171858,Existing Customer,33,F,3,Post-Graduate,Married,53279,Blue,28,5,2,3,1864.0,1081,783.0,16212
709074108,Existing Customer,36,M,2,College,Single,79441,Blue,24,5,2,5,23032.0,840,22192.0,16692
721304133,Existing Customer,36,F,4,High School,Married,828,Blue,36,4,1,3,4277.0,1578,2699.0,18978
787430733,Existing Customer,56,F,2,High School,Married,43813,Blue,41,5,3,2,2771.0,1446,1325.0,17072
711225933,Existing Customer,28,M,1,High School,Divorced,10809,Blue,36,5,3,4,2265.0,1935,330.0,18802
717478983,Existing Customer,31,F,2,Uneducated,Divorced,39267,Blue,19,6,2,0,2853.0,1961,892.0,18735
720949083,Existing Customer,44,F,3,Uneducated,Single,3510,Blue,33,5,3,5,3075.0,2517,558.0,16871
712851108,Existing Customer,51,F,3,High School,Married,100707,Blue,31,5,1,5,15340.0,2331,13009.0,17533
713151258,Existing Customer,55,M,3,Graduate,Single,50956,Blue,35,4,1,4,3065.0,0,3065.0,17131
799731033,Existing Customer,34,F,2,Doctorate,Single,8356,Blue,28,3,3,2,1438.3,0,1438.3,16916
822138333,Existing Customer,61,F,0,Graduate,Single,41802,Blue,56,4,3,5,7118.0,813,6305.0,18965
708532308,Existing Customer,37,M,2,Uneducated,Single,73866,Blue,36,4,2,2,11419.0,2517,8902.0,17415
713718558,Existing Customer,46,M,3,Graduate,Married,57056,Blue,37,6,2,5,2403.0,0,2403.0,17902
778939683,Existing Customer,47,F,3,Uneducated,Married,17564,Blue,32,4,3,2,2821.0,951,1870.0,16413
713322633,Existing Customer,54,M,1,Graduate,Married,57688,Blue,43,4,3,3,2706.0,2517,189.0,16992
754671558,Existing Customer,50,F,3,Unknown,Single,32978,Blue,43,6,1,4,2999.0,1958,1041.0,17972
719291283,Existing Customer,36,F,4,High School,Single,34943,Blue,28,5,1,2,2226.0,1607,619.0,17304
720659283,Existing Customer,37,M,5,Graduate,Married,72993,Blue,31,5,3,4,3351.0,1847,1504.0,16429
719535558,Existing Customer,47,M,4,College,Divorced,48465,Blue,36,5,1,1,5570.0,1858,3712.0,16638
771032658,Existing Customer,54,M,3,Unknown,Married,93751,Blue,41,3,3,2,10448.0,1569,8879.0,17793
709468683,Existing Customer,64,F,0,High School,Married,9636,Blue,56,6,2,2,2174.0,1397,777.0,16123
719455908,Existing Customer,48,M,3,Graduate,Married,84755,Blue,38,3,3,3,31501.0,0,31501.0,17636
816890883,Existing Customer,35,M,2,Uneducated,Single,63189,Blue,30,6,3,3,21695.0,1257,20438.0,17590
709826058,Existing Customer,49,M,2,Unknown,Married,84559,Blue,36,3,1,1,34516.0,2435,32081.0,18598
735008958,Existing Customer,42,M,5,Unknown,Married,79700,Blue,35,6,3,2,13650.0,1253,12397.0,18120
713766183,Existing Customer,49,M,0,Uneducated,Single,102189,Blue,36,5,3,4,16156.0,2517,13639.0,17949
719148633,Existing Customer,53,F,2,Graduate,Married,5674,Blue,46,6,2,4,2413.0,2015,398.0,18361
789266208,Existing Customer,56,M,2,High School,Married,84792,Blue,45,3,2,3,5920.0,1589,4331.0,17359
718373658,Existing Customer,41,M,3,College,Single,79145,Blue,28,6,3,0,5841.0,2463,3378.0,18864
712255458,Existing Customer,37,M,3,High School,Single,69009,Blue,36,3,1,5,8418.0,2051,6367.0,17374
789494133,Existing Customer,30,M,0,High School,Married,14346,Blue,21,5,4,3,2490.0,1259,1231.0,16090
714178458,Existing Customer,45,M,3,Post-Graduate,Married,95365,Blue,35,3,3,2,20640.0,1603,19037.0,17233
717595908,Existing Customer,54,M,1,High School,Married,65728,Blue,37,5,1,1,9453.0,2188,7265.0,18457
798114033,Existing Customer,46,M,2,Graduate,Married,66277,Blue,40,4,2,4,7949.0,1514,6435.0,16564
709479558,Existing Customer,36,F,4,College,Single,16243,Blue,36,3,2,1,2758.0,2168,590.0,16855
778148283,Existing Customer,48,M,2,Doctorate,Single,162565,Blue,41,5,2,1,20148.0,1084,19064.0,17470
719363283,Existing Customer,59,F,0,Doctorate,Single,10081,Blue,36,3,1,2,1438.3,0,1438.3,17634
716225433,Existing Customer,60,M,1,Uneducated,Single,99972,Blue,51,6,3,4,26566.0,2517,24049.0,16615
719882583,Existing Customer,44,M,5,Graduate,Single,76568,Blue,34,3,3,5,13477.0,2057,11420.0,17506
711076533,Existing Customer,65,M,0,College,Divorced,24197,Blue,42,5,3,2,9706.0,1968,7738.0,16717
820651908,Existing Customer,46,F,3,Graduate,Single,40648,Blue,41,5,2,4,7457.0,0,7457.0,18360
710884683,Existing Customer,48,M,4,Graduate,Married,95795,Silver,40,6,2,5,34516.0,807,33709.0,17939
797468658,Existing Customer,53,M,3,High School,Married,158378,Blue,47,5,1,3,19081.0,2431,16650.0,17224
716375883,Existing Customer,53,F,3,Uneducated,Married,4501,Blue,36,6,2,2,2447.0,1558,889.0,16029
711534183,Existing Customer,41,M,2,High School,Single,88013,Blue,36,4,2,4,28830.0,0,28830.0,16161
721083258,Existing Customer,37,F,4,High School,Divorced,41323,Blue,22,5,1,3,2563.0,1638,925.0,16568
717986058,Existing Customer,29,F,0,High School,Single,6493,Blue,13,6,3,5,5240.0,1608,3632.0,18908
804610908,Existing Customer,49,F,2,Doctorate,Married,12791,Blue,44,4,3,0,3397.0,1962,1435.0,16204
717602733,Existing Customer,47,M,3,Doctorate,Single,1732,Blue,35,4,3,2,1842.0,0,1842.0,16247
770952933,Existing Customer,53,F,1,Unknown,Married,32947,Blue,40,4,2,4,2383.0,1938,445.0,16059
713233908,Existing Customer,33,M,2,Graduate,Divorced,78277,Blue,21,5,3,3,20791.0,0,20791.0,17741
755365233,Existing Customer,34,M,1,Graduate,Unknown,79278,Blue,27,5,2,4,19900.0,1581,18319.0,17253
715105908,Existing Customer,28,F,0,Graduate,Single,15118,Silver,15,3,3,3,32024.0,1232,30792.0,18377
712658283,Existing Customer,36,F,3,Graduate,Single,52436,Blue,28,3,2,3,3701.0,969,2732.0,16369
708796458,Existing Customer,30,F,2,Graduate,Single,38541,Blue,18,3,1,4,4199.0,1903,2296.0,16193
713557533,Existing Customer,34,M,3,High School,Single,50304,Blue,21,4,1,3,4353.0,1655,2698.0,16151
710524533,Attrited Customer,38,F,4,College,Married,49178,Blue,36,4,4,4,4913.0,2517,2396.0,17671
713412558,Existing Customer,39,F,4,Post-Graduate,Married,22465,Blue,22,3,3,1,5454.0,1108,4346.0,18395
720000708,Existing Customer,32,F,0,Graduate,Married,180457,Blue,26,3,3,2,2172.0,1381,791.0,16006
718934058,Existing Customer,36,M,2,Doctorate,Single,56698,Blue,26,4,3,2,2845.0,2517,328.0,16097
710607408,Existing Customer,37,F,3,High School,Single,10727,Blue,28,3,1,4,18570.0,1524,17046.0,16365
717613233,Existing Customer,45,M,4,Uneducated,Married,62892,Silver,33,5,2,4,25907.0,745,25162.0,16079
821710308,Existing Customer,38,F,3,Uneducated,Single,1391,Blue,33,5,3,2,2206.0,2018,188.0,16799
716089983,Existing Customer,31,M,0,Graduate,Single,56901,Blue,24,3,1,4,12050.0,1732,10318.0,18112
720430083,Existing Customer,65,M,0,High School,Unknown,7491,Blue,36,3,3,2,2107.0,1008,1099.0,18579
712071708,Existing Customer,63,F,0,Graduate,Married,39722,Blue,36,6,3,4,2107.0,1351,756.0,16855
770721858,Existing Customer,65,M,1,Graduate,Married,19431,Blue,56,3,2,5,3539.0,2517,1022.0,16842
751381458,Existing Customer,43,F,3,College,Married,142908,Blue,36,3,3,4,27175.0,775,26400.0,17342
715629783,Existing Customer,51,M,1,Graduate,Married,49378,Silver,36,6,2,2,17905.0,980,16925.0,18798
768886533,Existing Customer,37,M,3,Graduate,Married,76297,Blue,31,3,1,3,4940.0,1199,3741.0,17930
711023508,Existing Customer,55,F,1,Graduate,Married,164916,Blue,43,5,4,2,3161.0,1389,1772.0,17421
711291558,Existing Customer,27,M,0,Uneducated,Single,79154,Blue,36,4,3,3,2464.0,0,2464.0,18761
714929283,Existing Customer,34,F,0,High School,Married,51266,Blue,36,5,1,3,3203.0,2229,974.0,16871
716285358,Existing Customer,32,F,1,College,Divorced,39726,Blue,36,3,5,4,1835.0,1017,818.0,18842
710958033,Existing Customer,49,F,5,Uneducated,Single,35391,Blue,39,3,2,2,1993.0,0,1993.0,16423
711368283,Existing Customer,39,M,2,Unknown,Married,103726,Blue,27,3,3,2,34516.0,1629,32887.0,17371
807275733,Existing Customer,27,M,0,Post-Graduate,Single,44052,Blue,22,5,2,2,7130.0,873,6257.0,16784
708231183,Existing Customer,30,M,1,Uneducated,Divorced,114539,Blue,22,5,3,4,12539.0,910,11629.0,18279
789690483,Existing Customer,39,M,4,High School,Married,81779,Blue,25,6,2,3,8208.0,0,8208.0,16997
789338583,Existing Customer,42,M,2,Doctorate,Married,88490,Blue,32,4,2,2,26222.0,1073,25149.0,16191
717411483,Existing Customer,55,M,4,College,Divorced,88629,Blue,36,4,2,3,34173.0,1194,32979.0,18002
720799608,Existing Customer,57,F,2,Graduate,Married,59461,Blue,49,5,1,2,3377.0,1720,1657.0,17764
714112383,Existing Customer,53,M,2,Graduate,Married,186377,Blue,43,6,3,2,5882.0,2335,3547.0,17935
717994608,Existing Customer,51,M,0,Graduate,Married,106798,Blue,40,4,3,2,7158.0,0,7158.0,17095
798558783,Existing Customer,47,M,3,Graduate,Married,10041,Blue,41,6,1,4,5833.0,1747,4086.0,16921
716875083,Existing Customer,26,F,0,High School,Single,42249,Blue,36,6,3,4,4152.0,0,4152.0,17919
714603558,Existing Customer,37,M,2,High School,Single,47982,Blue,24,6,2,3,11699.0,1758,9941.0,17911
789903708,Existing Customer,45,F,2,Uneducated,Single,55820,Blue,35,6,3,2,4505.0,1562,2943.0,17644
801989733,Existing Customer,55,M,2,Uneducated,Single,61502,Blue,48,6,3,2,7667.0,1193,6474.0,16257
789504183,Existing Customer,37,M,4,Graduate,Single,164753,Blue,28,3,3,4,34516.0,0,34516.0,16604
714574083,Existing Customer,36,F,3,Graduate,Single,22007,Blue,31,3,2,3,2937.0,2159,778.0,18915
717978033,Existing Customer,36,F,1,High School,Single,18090,Blue,36,5,3,4,5257.0,1572,3685.0,16217
711256908,Existing Customer,39,M,2,High School,Single,75244,Blue,28,6,3,3,10331.0,957,9374.0,16251
721023708,Existing Customer,47,M,4,Uneducated,Married,64707,Blue,36,3,3,3,17557.0,0,17557.0,16159
714522258,Existing Customer,56,F,2,Graduate,Married,39973,Blue,48,6,3,2,4366.0,1590,2776.0,16467
714247458,Existing Customer,56,F,4,Uneducated,Single,13893,Blue,46,6,2,2,8037.0,2276,5761.0,17414
780416433,Existing Customer,38,M,2,Unknown,Married,3801,Blue,25,4,1,3,8740.0,734,8006.0,18030
713644758,Existing Customer,49,M,3,Graduate,Single,155256,Blue,36,6,2,3,8514.0,2013,6501.0,17768
712700358,Existing Customer,36,F,4,Uneducated,Single,16216,Blue,26,4,3,2,2002.0,1377,625.0,18474
779873508,Existing Customer,51,F,0,High School,Married,36164,Blue,35,5,3,4,3132.0,1815,1317.0,18614
779342958,Existing Customer,26,F,0,College,Married,56376,Blue,13,2,3,3,2010.0,1070,940.0,18549
711738333,Existing Customer,34,M,2,Graduate,Married,89547,Blue,23,6,2,3,7567.0,1776,5791.0,16172
709413933,Attrited Customer,56,M,2,High School,Single,41432,Blue,40,2,6,4,2381.0,651,1730.0,17561
720323208,Existing Customer,43,M,2,Graduate,Married,155696,Silver,31,6,2,4,34516.0,2398,32118.0,17001
708132783,Existing Customer,47,F,3,Uneducated,Single,145547,Blue,42,6,2,2,16411.0,1179,15232.0,16819
713372583,Existing Customer,42,F,4,High School,Single,16886,Blue,19,3,2,0,1438.3,0,1438.3,17597
710092683,Existing Customer,38,M,2,College,Married,114588,Blue,30,2,3,2,3735.0,1421,2314.0,16349
779284833,Existing Customer,55,M,2,Post-Graduate,Single,71620,Blue,37,3,3,1,22127.0,1799,20328.0,16773
713426358,Existing Customer,28,F,0,College,Married,51848,Blue,36,3,2,3,5685.0,0,5685.0,18697
717132633,Existing Customer,62,M,0,Uneducated,Single,58042,Blue,50,3,2,2,7348.0,1466,5882.0,17643
714967233,Attrited Customer,52,M,2,Doctorate,Married,151048,Blue,34,3,2,3,11188.0,0,11188.0,16942
767587833,Existing Customer,44,M,3,Unknown,Single,192192,Blue,37,3,1,5,3650.0,2512,1138.0,16392
714954033,Existing Customer,29,F,0,Post-Graduate,Single,1591,Blue,36,5,2,3,5076.0,1223,3853.0,18382
716154258,Existing Customer,48,M,4,Doctorate,Unknown,60510,Silver,38,3,2,2,32658.0,1482,31176.0,17662
755399433,Existing Customer,43,M,3,Uneducated,Married,95017,Blue,36,6,1,2,28634.0,926,27708.0,17749
709876008,Existing Customer,49,F,2,Post-Graduate,Single,8437,Blue,36,3,1,3,3414.0,1473,1941.0,18401
709918158,Existing Customer,43,M,3,High School,Married,117575,Blue,23,5,6,1,12315.0,0,12315.0,17832
713350908,Existing Customer,41,F,2,Uneducated,Married,50100,Blue,36,5,3,3,2690.0,1912,778.0,18595
715759458,Existing Customer,43,M,3,Graduate,Single,115910,Blue,31,6,2,4,12165.0,0,12165.0,17363
713976258,Existing Customer,51,F,3,Graduate,Single,3978,Blue,46,4,1,3,1792.0,989,803.0,18518
790174608,Existing Customer,37,M,1,Doctorate,Single,84594,Blue,30,6,3,2,19300.0,1181,18119.0,18866
771335358,Existing Customer,37,M,2,College,Divorced,52011,Blue,24,3,3,4,8120.0,2098,6022.0,16944
708382083,Existing Customer,49,M,5,High School,Married,102310,Blue,36,6,2,2,2292.0,0,2292.0,17218
771829758,Existing Customer,36,M,3,Uneducated,Married,92112,Blue,25,6,3,3,21434.0,1345,20089.0,18204
767333808,Existing Customer,50,F,2,Graduate,Unknown,11962,Blue,43,5,3,4,3424.0,0,3424.0,16867
721385433,Existing Customer,64,M,0,Unknown,Married,38524,Blue,51,3,3,4,2787.0,1201,1586.0,18853
794293908,Existing Customer,36,F,3,College,Single,24739,Blue,30,3,2,3,8696.0,1482,7214.0,17744
720409608,Existing Customer,45,M,3,High School,Married,185432,Blue,35,6,2,3,32446.0,1974,30472.0,16131
717830583,Existing Customer,41,M,2,Graduate,Married,94003,Blue,36,6,3,3,9133.0,2140,6993.0,16447
715455708,Existing Customer,47,M,3,Graduate,Single,91360,Blue,37,3,3,2,5116.0,1468,3648.0,18385
719108358,Existing Customer,39,M,2,Post-Graduate,Married,89725,Blue,31,5,2,1,18974.0,2517,16457.0,16096
769323183,Existing Customer,51,M,4,Uneducated,Single,193324,Blue,45,6,2,3,12101.0,2517,9584.0,16270
820020258,Existing Customer,55,F,1,High School,Single,44645,Blue,46,5,3,4,5379.0,962,4417.0,17540
719234883,Existing Customer,57,M,3,Graduate,Single,149003,Blue,49,5,3,3,32676.0,2134,30542.0,18649
807349158,Existing Customer,36,M,4,Doctorate,Divorced,154027,Blue,31,4,3,4,34516.0,1491,33025.0,17947
710799783,Existing Customer,35,M,2,Unknown,Married,154419,Blue,36,4,3,4,15202.0,1779,13423.0,18977
778456983,Existing Customer,38,F,2,Unknown,Single,14768,Blue,23,5,3,3,2222.0,1205,1017.0,17168
708644208,Existing Customer,39,F,2,Graduate,Single,55433,Blue,34,5,2,4,5858.0,0,5858.0,16023
711659958,Existing Customer,65,F,0,Graduate,Married,57508,Blue,56,4,2,1,2692.0,1869,823.0,17777
798988983,Existing Customer,51,F,2,Uneducated,Married,12895,Blue,45,6,3,2,7165.0,2037,5128.0,17416
710760258,Existing Customer,50,F,3,High School,Married,2576,Blue,38,4,3,4,1438.3,0,1438.3,18320
799700208,Existing Customer,38,M,2,Graduate,Single,77970,Silver,32,5,1,1,26988.0,1587,25401.0,18160
772401933,Existing Customer,36,F,1,Unknown,Single,38397,Blue,26,3,3,2,2517.0,0,2517.0,16025
787460883,Attrited Customer,41,M,3,Uneducated,Married,40970,Blue,28,3,3,4,11091.0,0,11091.0,18239
770937183,Existing Customer,40,F,4,Graduate,Single,32996,Silver,27,3,1,2,10745.0,2084,8661.0,18953
715468083,Existing Customer,40,F,2,Doctorate,Married,39410,Silver,36,3,2,4,34516.0,1686,32830.0,18431
807161508,Existing Customer,26,M,1,Unknown,Single,22006,Blue,20,6,3,2,2590.0,1748,842.0,18601
